Year,CountryName,Region,IncomeGroup,NoOfVisitors
2003,Israel,Middle East & North Africa,High income,1063000
2003,Italy,Europe & Central Asia,High income,39604000
2003,Jamaica,Latin America & Caribbean,Upper middle income,1350000
2003,Jordan,Middle East & North Africa,Upper middle income,2353000
2003,Japan,East Asia & Pacific,High income,5212000
2003,Kazakhstan,Europe & Central Asia,Upper middle income,2410000
2003,Kenya,Sub-Saharan Africa,Lower middle income,927000
2003,Kyrgyz Republic,Europe & Central Asia,Lower middle income,342000
2003,Cambodia,East Asia & Pacific,Low income,701000
2003,Kiribati,East Asia & Pacific,Lower middle income,4900
2003,St. Kitts and Nevis,Latin America & Caribbean,High income,91000
2003,"Korea, Rep.",East Asia & Pacific,High income,4753000
2003,Kosovo,Europe & Central Asia,Lower middle income,0
2003,Kuwait,Middle East & North Africa,High income,94000
2003,Latin America & Caribbean (developing only),Others,Others,38315655
2003,Lao PDR,East Asia & Pacific,Lower middle income,196000
2003,Lebanon,Middle East & North Africa,Upper middle income,1016000
2003,Liberia,Sub-Saharan Africa,Low income,0
2003,Libya,Middle East & North Africa,Upper middle income,0
2003,St. Lucia,Latin America & Caribbean,Upper middle income,277000
2003,Latin America & Caribbean (all income levels),Others,Others,53156772
2003,Least developed countries: UN classification,Others,Others,7601215
2003,Low income,Others,Others,7903252
2003,Liechtenstein,Europe & Central Asia,High income,49000
2003,Sri Lanka,South Asia,Lower middle income,501000
2003,Lower middle income,Others,Others,48627481
2003,Low & middle income,Others,Others,198493869
2003,Lesotho,Sub-Saharan Africa,Lower middle income,329000
2003,Lithuania,Europe & Central Asia,High income,1491000
2003,Luxembourg,Europe & Central Asia,High income,867000
2003,Latvia,Europe & Central Asia,High income,971000
2003,"Macao SAR, China",East Asia & Pacific,High income,6309000
2003,St. Martin (French part),Latin America & Caribbean,High income,0
2003,Morocco,Middle East & North Africa,Lower middle income,4761000
2003,Monaco,Europe & Central Asia,High income,235000
2003,Moldova,Europe & Central Asia,Lower middle income,21000
2003,Madagascar,Sub-Saharan Africa,Low income,139000
2003,Maldives,South Asia,Upper middle income,564000
2003,Middle East & North Africa (all income levels),Others,Others,50519231
2003,Mexico,Latin America & Caribbean,Upper middle income,18665000
2003,Marshall Islands,East Asia & Pacific,Upper middle income,7000
2003,Middle income,Others,Others,188726388
2003,"Macedonia, FYR",Europe & Central Asia,Upper middle income,158000
2003,Mali,Sub-Saharan Africa,Low income,110000
2003,Malta,Middle East & North Africa,High income,1127000
2003,Myanmar,East Asia & Pacific,Lower middle income,597000
2003,Middle East & North Africa (developing only),Others,Others,27007262
2003,Montenegro,Europe & Central Asia,Upper middle income,142000
2003,Mongolia,East Asia & Pacific,Upper middle income,201000
2003,Northern Mariana Islands,East Asia & Pacific,High income,452000
2003,Mozambique,Sub-Saharan Africa,Low income,441000
2003,Mauritania,Sub-Saharan Africa,Lower middle income,0
2003,Mauritius,Sub-Saharan Africa,Upper middle income,702000
2003,Malawi,Sub-Saharan Africa,Low income,424000
2003,Malaysia,East Asia & Pacific,Upper middle income,10577000
2003,North America,Others,Others,59009000
2003,Namibia,Sub-Saharan Africa,Upper middle income,695000
2003,New Caledonia,East Asia & Pacific,High income,102000
2003,Niger,Sub-Saharan Africa,Low income,55000
2003,Nigeria,Sub-Saharan Africa,Lower middle income,924000
2003,Nicaragua,Latin America & Caribbean,Lower middle income,526000
2003,Netherlands,Europe & Central Asia,High income,9181000
2003,High income: nonOECD,Others,Others,97490010
2003,Norway,Europe & Central Asia,High income,3269000
2003,Nepal,South Asia,Low income,338000
2003,New Zealand,East Asia & Pacific,High income,2086000
2003,High income: OECD,Others,Others,409959917
2003,OECD members,Others,Others,441758752
2003,Oman,Middle East & North Africa,High income,1039000
2003,Other small states,Others,Others,5430202
2003,Pakistan,South Asia,Lower middle income,501000
2003,Panama,Latin America & Caribbean,Upper middle income,566000
2003,Peru,Latin America & Caribbean,Upper middle income,1136000
2003,Philippines,East Asia & Pacific,Lower middle income,1907000
2003,Palau,East Asia & Pacific,Upper middle income,63000
2003,Papua New Guinea,East Asia & Pacific,Lower middle income,56000
2003,Poland,Europe & Central Asia,High income,13720000
2003,Puerto Rico,Latin America & Caribbean,High income,3238000
2003,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2003,Portugal,Europe & Central Asia,High income,6383000
2003,Paraguay,Latin America & Caribbean,Upper middle income,268000
2003,Pacific island small states,Others,Others,714300
2003,French Polynesia,East Asia & Pacific,High income,213000
2003,Qatar,Middle East & North Africa,High income,557000
2003,Romania,Europe & Central Asia,Upper middle income,5595000
2003,Russian Federation,Europe & Central Asia,High income,22521000
2003,Rwanda,Sub-Saharan Africa,Low income,0
2003,South Asia,Others,Others,4979151
2003,Saudi Arabia,Middle East & North Africa,High income,7332000
2003,Sudan,Sub-Saharan Africa,Lower middle income,52000
2003,Senegal,Sub-Saharan Africa,Lower middle income,495000
2003,Singapore,East Asia & Pacific,High income,4703000
2003,Solomon Islands,East Asia & Pacific,Lower middle income,7000
2003,Sierra Leone,Sub-Saharan Africa,Low income,38000
2003,El Salvador,Latin America & Caribbean,Lower middle income,720000
2003,San Marino,Europe & Central Asia,High income,41000
2003,Somalia,Sub-Saharan Africa,Low income,0
2003,Serbia,Europe & Central Asia,Upper middle income,339000
2003,Sub-Saharan Africa (developing only),Others,Others,21380671
2003,South Sudan,Sub-Saharan Africa,Low income,0
2003,Sub-Saharan Africa (all income levels),Others,Others,21533564
2003,Small states,Others,Others,11450728
2003,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,10000
2003,Suriname,Latin America & Caribbean,Upper middle income,82000
2003,Slovak Republic,Europe & Central Asia,High income,5660000
2003,Slovenia,Europe & Central Asia,High income,1373000
2003,Sweden,Europe & Central Asia,High income,4268000
2003,Swaziland,Sub-Saharan Africa,Lower middle income,461000
2003,Sint Maarten (Dutch part),Latin America & Caribbean,High income,428000
2003,Seychelles,Sub-Saharan Africa,High income,122000
2003,Syrian Arab Republic,Middle East & North Africa,Lower middle income,2598000
2003,Turks and Caicos Islands,Latin America & Caribbean,High income,164000
2003,Chad,Sub-Saharan Africa,Low income,0
2003,Togo,Sub-Saharan Africa,Low income,61000
2003,Thailand,East Asia & Pacific,Upper middle income,10082000
2003,Tajikistan,Europe & Central Asia,Lower middle income,0
2003,Turkmenistan,Europe & Central Asia,Upper middle income,8000
2003,Timor-Leste,East Asia & Pacific,Lower middle income,0
2003,Tonga,East Asia & Pacific,Upper middle income,40000
2003,Trinidad and Tobago,Latin America & Caribbean,High income,409000
2003,Tunisia,Middle East & North Africa,Upper middle income,5114000
2003,Turkey,Europe & Central Asia,Upper middle income,13341000
2003,Tuvalu,East Asia & Pacific,Upper middle income,1400
2003,Tanzania,Sub-Saharan Africa,Low income,552000
2003,Uganda,Sub-Saharan Africa,Low income,305000
2003,Ukraine,Europe & Central Asia,Lower middle income,12514000
2003,Upper middle income,Others,Others,139562890
2003,Uruguay,Latin America & Caribbean,High income,1420000
2003,United States,North America,High income,41218000
2003,Uzbekistan,Europe & Central Asia,Lower middle income,231000
2003,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,79000
2003,"Venezuela, RB",Latin America & Caribbean,High income,337000
2003,Virgin Islands (U.S.),Latin America & Caribbean,High income,538000
2003,Vietnam,East Asia & Pacific,Lower middle income,2429000
2003,Vanuatu,East Asia & Pacific,Lower middle income,50000
2003,West Bank and Gaza,Middle East & North Africa,Lower middle income,37000
2003,World,Others,Others,717890464
2003,Samoa,East Asia & Pacific,Lower middle income,92000
2003,"Yemen, Rep.",Middle East & North Africa,Lower middle income,155000
2003,South Africa,Sub-Saharan Africa,Upper middle income,6505000
2003,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,35000
2003,Zambia,Sub-Saharan Africa,Lower middle income,413000
2003,Zimbabwe,Sub-Saharan Africa,Low income,2256000
2004,Aruba,Latin America & Caribbean,High income,728000
2004,Andorra,Europe & Central Asia,High income,2791000
2004,Afghanistan,South Asia,Low income,0
2004,Angola,Sub-Saharan Africa,Upper middle income,194000
2004,Albania,Europe & Central Asia,Upper middle income,0
2004,Arab World,Others,Others,58314923
2004,United Arab Emirates,Middle East & North Africa,High income,6195000
2004,Argentina,Latin America & Caribbean,High income,3457000
2004,Armenia,Europe & Central Asia,Lower middle income,263000
2004,American Samoa,East Asia & Pacific,Upper middle income,0
2004,Antigua and Barbuda,Latin America & Caribbean,High income,246000
2004,Australia,East Asia & Pacific,High income,5215000
2004,Austria,Europe & Central Asia,High income,19374000
2004,Azerbaijan,Europe & Central Asia,Upper middle income,989000
2004,Burundi,Sub-Saharan Africa,Low income,133000
2004,Belgium,Europe & Central Asia,High income,6710000
2004,Benin,Sub-Saharan Africa,Low income,174000
2004,Burkina Faso,Sub-Saharan Africa,Low income,222000
2004,Bangladesh,South Asia,Lower middle income,271000
2004,Bulgaria,Europe & Central Asia,Upper middle income,4630000
2004,Bahrain,Middle East & North Africa,High income,5667000
2004,"Bahamas, The",Latin America & Caribbean,High income,1561000
2004,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,190000
2004,Belarus,Europe & Central Asia,Upper middle income,68000
2004,Belize,Latin America & Caribbean,Upper middle income,231000
2004,Bermuda,North America,High income,272000
2004,Bolivia,Latin America & Caribbean,Lower middle income,480000
2004,Brazil,Latin America & Caribbean,Upper middle income,4794000
2004,Barbados,Latin America & Caribbean,High income,552000
2004,Brunei Darussalam,East Asia & Pacific,High income,119000
2004,Bhutan,South Asia,Lower middle income,9000
2004,Botswana,Sub-Saharan Africa,Upper middle income,1523000
2004,Central African Republic,Sub-Saharan Africa,Low income,8000
2004,Canada,North America,High income,19145000
2004,Central Europe and the Baltics,Others,Others,66538000
2004,Switzerland,Europe & Central Asia,High income,0
2004,Channel Islands,Europe & Central Asia,High income,0
2004,Chile,Latin America & Caribbean,High income,1785000
2004,China,East Asia & Pacific,Upper middle income,41761000
2004,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0
2004,Cameroon,Sub-Saharan Africa,Lower middle income,0
2004,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,31000
2004,Colombia,Latin America & Caribbean,Upper middle income,791000
2004,Comoros,Sub-Saharan Africa,Low income,23000
2004,Cabo Verde,Sub-Saharan Africa,Lower middle income,157000
2004,Costa Rica,Latin America & Caribbean,Upper middle income,1453000
2004,Caribbean small states,Others,Others,5425000
2004,Cuba,Latin America & Caribbean,Upper middle income,2017000
2004,Curacao,Latin America & Caribbean,High income,223000
2004,Cayman Islands,Latin America & Caribbean,High income,260000
2004,Cyprus,Europe & Central Asia,High income,2349000
2004,Czech Republic,Europe & Central Asia,High income,9047000
2004,Germany,Europe & Central Asia,High income,20137000
2004,Djibouti,Middle East & North Africa,Lower middle income,26000
2004,Dominica,Latin America & Caribbean,Upper middle income,80000
2004,Denmark,Europe & Central Asia,High income,4421000
2004,Dominican Republic,Latin America & Caribbean,Upper middle income,3450000
2004,Algeria,Middle East & North Africa,Upper middle income,1234000
2004,East Asia & Pacific (developing only),Others,Others,84173228
2004,East Asia & Pacific (all income levels),Others,Others,137768124
2004,Europe & Central Asia (developing only),Others,Others,52449846
2004,Europe & Central Asia (all income levels),Others,Others,433808713
2004,Ecuador,Latin America & Caribbean,Upper middle income,819000
2004,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,7795000
2004,Euro area,Others,Others,264791000
2004,Eritrea,Sub-Saharan Africa,Low income,87000
2004,Spain,Europe & Central Asia,High income,52430000
2004,Estonia,Europe & Central Asia,High income,1750000
2004,Ethiopia,Sub-Saharan Africa,Low income,184000
2004,European Union,Others,Others,354257000
2004,Fragile and conflict affected situations,Others,Others,12236644
2004,Finland,Europe & Central Asia,High income,2840000
2004,Fiji,East Asia & Pacific,Upper middle income,504000
2004,France,Europe & Central Asia,High income,74433000
2004,Faroe Islands,Europe & Central Asia,High income,0
2004,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,19000
2004,Gabon,Sub-Saharan Africa,Upper middle income,244000
2004,United Kingdom,Europe & Central Asia,High income,25678000
2004,Georgia,Europe & Central Asia,Lower middle income,368000
2004,Ghana,Sub-Saharan Africa,Lower middle income,584000
2004,Guinea,Sub-Saharan Africa,Low income,45000
2004,"Gambia, The",Sub-Saharan Africa,Low income,90000
2004,Guinea-Bissau,Sub-Saharan Africa,Low income,0
2004,Equatorial Guinea,Sub-Saharan Africa,High income,0
2004,Greece,Europe & Central Asia,High income,13313000
2004,Grenada,Latin America & Caribbean,Upper middle income,134000
2004,Greenland,Europe & Central Asia,High income,0
2004,Guatemala,Latin America & Caribbean,Lower middle income,0
2004,Guam,East Asia & Pacific,High income,1160000
2004,Guyana,Latin America & Caribbean,Lower middle income,122000
2004,High income,Others,Others,538588094
2004,"Hong Kong SAR, China",East Asia & Pacific,High income,13655000
2004,Honduras,Latin America & Caribbean,Lower middle income,641000
2004,Heavily indebted poor countries (HIPC),Others,Others,8953964
2004,Croatia,Europe & Central Asia,High income,7912000
2004,Haiti,Latin America & Caribbean,Low income,96000
2004,Hungary,Europe & Central Asia,High income,12212000
2004,Indonesia,East Asia & Pacific,Lower middle income,5321000
2004,Isle of Man,Europe & Central Asia,High income,0
2004,India,South Asia,Lower middle income,3457000
2004,Ireland,Europe & Central Asia,High income,6953000
2004,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1659000
2004,Iraq,Middle East & North Africa,Upper middle income,0
2004,Iceland,Europe & Central Asia,High income,360000
2004,Israel,Middle East & North Africa,High income,1506000
2004,Italy,Europe & Central Asia,High income,37071000
2004,Jamaica,Latin America & Caribbean,Upper middle income,1415000
2004,Jordan,Middle East & North Africa,Upper middle income,2853000
2004,Japan,East Asia & Pacific,High income,6138000
2004,Kazakhstan,Europe & Central Asia,Upper middle income,3073000
2004,Kenya,Sub-Saharan Africa,Lower middle income,1199000
2004,Kyrgyz Republic,Europe & Central Asia,Lower middle income,398000
2004,Cambodia,East Asia & Pacific,Low income,1055000
2004,Kiribati,East Asia & Pacific,Lower middle income,3400
2004,St. Kitts and Nevis,Latin America & Caribbean,High income,118000
2004,"Korea, Rep.",East Asia & Pacific,High income,5818000
2004,Kosovo,Europe & Central Asia,Lower middle income,0
2004,Kuwait,Middle East & North Africa,High income,91000
2004,Latin America & Caribbean (developing only),Others,Others,42678049
2004,Lao PDR,East Asia & Pacific,Lower middle income,407000
2004,Lebanon,Middle East & North Africa,Upper middle income,1278000
2004,Liberia,Sub-Saharan Africa,Low income,0
2004,Libya,Middle East & North Africa,Upper middle income,43000
2004,St. Lucia,Latin America & Caribbean,Upper middle income,298000
2004,Latin America & Caribbean (all income levels),Others,Others,59235136
2004,Least developed countries: UN classification,Others,Others,9427733
2004,Low income,Others,Others,8481568
2004,Liechtenstein,Europe & Central Asia,High income,49000
2004,Sri Lanka,South Asia,Lower middle income,566000
2004,Lower middle income,Others,Others,59983585
2004,Low & middle income,Others,Others,239555101
2004,Lesotho,Sub-Saharan Africa,Lower middle income,304000
2004,Lithuania,Europe & Central Asia,High income,1800000
2004,Luxembourg,Europe & Central Asia,High income,878000
2004,Latvia,Europe & Central Asia,High income,1079000
2004,"Macao SAR, China",East Asia & Pacific,High income,8324000
2004,St. Martin (French part),Latin America & Caribbean,High income,0
2004,Morocco,Middle East & North Africa,Lower middle income,5477000
2004,Monaco,Europe & Central Asia,High income,250000
2004,Moldova,Europe & Central Asia,Lower middle income,24000
2004,Madagascar,Sub-Saharan Africa,Low income,229000
2004,Maldives,South Asia,Upper middle income,617000
2004,Middle East & North Africa (all income levels),Others,Others,60035234
2004,Mexico,Latin America & Caribbean,Upper middle income,20618000
2004,Marshall Islands,East Asia & Pacific,Upper middle income,9000
2004,Middle income,Others,Others,228643053
2004,"Macedonia, FYR",Europe & Central Asia,Upper middle income,165000
2004,Mali,Sub-Saharan Africa,Low income,113000
2004,Malta,Middle East & North Africa,High income,1156000
2004,Myanmar,East Asia & Pacific,Lower middle income,657000
2004,Middle East & North Africa (developing only),Others,Others,33103864
2004,Montenegro,Europe & Central Asia,Upper middle income,188000
2004,Mongolia,East Asia & Pacific,Upper middle income,301000
2004,Northern Mariana Islands,East Asia & Pacific,High income,525000
2004,Mozambique,Sub-Saharan Africa,Low income,470000
2004,Mauritania,Sub-Saharan Africa,Lower middle income,0
2004,Mauritius,Sub-Saharan Africa,Upper middle income,719000
2004,Malawi,Sub-Saharan Africa,Low income,427000
2004,Malaysia,East Asia & Pacific,Upper middle income,15703000
2004,North America,Others,Others,65503000
2004,Namibia,Sub-Saharan Africa,Upper middle income,716000
2004,New Caledonia,East Asia & Pacific,High income,100000
2004,Niger,Sub-Saharan Africa,Low income,57000
2004,Nigeria,Sub-Saharan Africa,Lower middle income,962000
2004,Nicaragua,Latin America & Caribbean,Lower middle income,615000
2004,Netherlands,Europe & Central Asia,High income,9646000
2004,High income: nonOECD,Others,Others,110901653
2004,Norway,Europe & Central Asia,High income,3628000
2004,Nepal,South Asia,Low income,385000
2004,New Zealand,East Asia & Pacific,High income,2325000
2004,High income: OECD,Others,Others,427640214
2004,OECD members,Others,Others,465041648
2004,Oman,Middle East & North Africa,High income,1195000
2004,Other small states,Others,Others,5721380
2004,Pakistan,South Asia,Lower middle income,648000
2004,Panama,Latin America & Caribbean,Upper middle income,621000
2004,Peru,Latin America & Caribbean,Upper middle income,1350000
2004,Philippines,East Asia & Pacific,Lower middle income,2291000
2004,Palau,East Asia & Pacific,Upper middle income,89000
2004,Papua New Guinea,East Asia & Pacific,Lower middle income,59000
2004,Poland,Europe & Central Asia,High income,14290000
2004,Puerto Rico,Latin America & Caribbean,High income,3541000
2004,"Korea, Dem. People’s Rep.",East Asia & Pacific,Low income,0
2004,Portugal,Europe & Central Asia,High income,5654000
2004,Paraguay,Latin America & Caribbean,Upper middle income,309000
2004,Pacific island small states,Others,Others,831300
2004,French Polynesia,East Asia & Pacific,High income,212000
2004,Qatar,Middle East & North Africa,High income,732000
2004,Romania,Europe & Central Asia,Upper middle income,6600000
2004,Russian Federation,Europe & Central Asia,High income,22064000
2004,Rwanda,Sub-Saharan Africa,Low income,0
2004,South Asia,Others,Others,6072708
2004,Saudi Arabia,Middle East & North Africa,High income,8599000
2004,Sudan,Sub-Saharan Africa,Lower middle income,61000
2004,Senegal,Sub-Saharan Africa,Lower middle income,667000
2004,Singapore,East Asia & Pacific,High income,6553000
2004,Solomon Islands,East Asia & Pacific,Lower middle income,5600
2004,Sierra Leone,Sub-Saharan Africa,Low income,44000
2004,El Salvador,Latin America & Caribbean,Lower middle income,951000
2004,San Marino,Europe & Central Asia,High income,42000
2004,Somalia,Sub-Saharan Africa,Low income,0
2004,Serbia,Europe & Central Asia,Upper middle income,392000
2004,Sub-Saharan Africa (developing only),Others,Others,22695805
2004,South Sudan,Sub-Saharan Africa,Low income,0
2004,Sub-Saharan Africa (all income levels),Others,Others,22848625
2004,Small states,Others,Others,12197702
2004,Sao Tome and Principe,Sub-Saharan Africa,Lower middle income,11000
2004,Suriname,Latin America & Caribbean,Upper middle income,138000
2004,Slovak Republic,Europe & Central Asia,High income,5719000
2004,Slovenia,Europe & Central Asia,High income,1499000
2004,Sweden,Europe & Central Asia,High income,4676000
2004,Swaziland,Sub-Saharan Africa,Lower middle income,459000
2004,Sint Maarten (Dutch part),Latin America & Caribbean,High income,475000
2004,Seychelles,Sub-Saharan Africa,High income,121000
2004,Syrian Arab Republic,Middle East & North Africa,Lower middle income,3399000
2004,Turks and Caicos Islands,Latin America & Caribbean,High income,173000
2004,Chad,Sub-Saharan Africa,Low income,0
2004,Togo,Sub-Saharan Africa,Low income,83000
2004,Thailand,East Asia & Pacific,Upper middle income,11737000
2004,Tajikistan,Europe & Central Asia,Lower middle income,0
2004,Turkmenistan,Europe & Central Asia,Upper middle income,15000
2004,Timor-Leste,East Asia & Pacific,Lower middle income,0
2004,Tonga,East Asia & Pacific,Upper middle income,41000
2004,Trinidad and Tobago,Latin America & Caribbean,High income,443000
2004,Tunisia,Middle East & North Africa,Upper middle income,5998000
2004,Turkey,Europe & Central Asia,Upper middle income,16826000
2004,Tuvalu,East Asia & Pacific,Upper middle income,1300
2004,Tanzania,Sub-Saharan Africa,Low income,566000
2004,Uganda,Sub-Saharan Africa,Low income,512000
2004,Ukraine,Europe & Central Asia,Lower middle income,15629000
2004,Upper middle income,Others,Others,168020742
2004,Uruguay,Latin America & Caribbean,High income,1756000
2004,United States,North America,High income,46086000
2004,Uzbekistan,Europe & Central Asia,Lower middle income,262000
2004,St. Vincent and the Grenadines,Latin America & Caribbean,Upper middle income,87000
2004,"Venezuela, RB",Latin America & Caribbean,High income,486000
2004,Virgin Islands (U.S.),Latin America & Caribbean,High income,563000
2004,Vietnam,East Asia & Pacific,Lower middle income,2928000
2004,Vanuatu,East Asia & Pacific,Lower middle income,61000
2004,West Bank and Gaza,Middle East & North Africa,Lower middle income,56000
2004,World,Others,Others,791610971
2004,Samoa,East Asia & Pacific,Lower middle income,98000
2004,"Yemen, Rep.",Middle East & North Africa,Lower middle income,274000
2004,South Africa,Sub-Saharan Africa,Upper middle income,6678000
2004,"Congo, Dem. Rep.",Sub-Saharan Africa,Low income,36000
2004,Zambia,Sub-Saharan Africa,Lower middle income,515000
2004,Zimbabwe,Sub-Saharan Africa,Low income,1854000
2005,Aruba,Latin America & Caribbean,High income,733000
2005,Andorra,Europe & Central Asia,High income,2418000
2005,Afghanistan,South Asia,Low income,0
2005,Angola,Sub-Saharan Africa,Upper middle income,210000
2005,Albania,Europe & Central Asia,Upper middle income,0
2005,Arab World,Others,Others,61517921
2005,United Arab Emirates,Middle East & North Africa,High income,7126000
2005,Argentina,Latin America & Caribbean,High income,3823000
2005,Armenia,Europe & Central Asia,Lower middle income,319000
2005,American Samoa,East Asia & Pacific,Upper middle income,24000
2005,Antigua and Barbuda,Latin America & Caribbean,High income,245000
2005,Australia,East Asia & Pacific,High income,5499000
2005,Austria,Europe & Central Asia,High income,19952000
2005,Azerbaijan,Europe & Central Asia,Upper middle income,693000
2005,Burundi,Sub-Saharan Africa,Low income,148000
2005,Belgium,Europe & Central Asia,High income,6747000
2005,Benin,Sub-Saharan Africa,Low income,176000
2005,Burkina Faso,Sub-Saharan Africa,Low income,245000
2005,Bangladesh,South Asia,Lower middle income,208000
2005,Bulgaria,Europe & Central Asia,Upper middle income,4837000
2005,Bahrain,Middle East & North Africa,High income,6313000
2005,"Bahamas, The",Latin America & Caribbean,High income,1608000
2005,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,217000
2005,Belarus,Europe & Central Asia,Upper middle income,91000
2005,Belize,Latin America & Caribbean,Upper middle income,237000
2005,Bermuda,North America,High income,270000
2005,Bolivia,Latin America & Caribbean,Lower middle income,524000
2005,Brazil,Latin America & Caribbean,Upper middle income,5358000
2005,Barbados,Latin America & Caribbean,High income,548000
2005,Brunei Darussalam,East Asia & Pacific,High income,126000
2005,Bhutan,South Asia,Lower middle income,14000
2005,Botswana,Sub-Saharan Africa,Upper middle income,1474000
2005,Central African Republic,Sub-Saharan Africa,Low income,12000
2005,Canada,North America,High income,18771000
2005,Central Europe and the Baltics,Others,Others,65774000
2005,Switzerland,Europe & Central Asia,High income,7229000
2005,Channel Islands,Europe & Central Asia,High income,0
2005,Chile,Latin America & Caribbean,High income,2027000
2005,China,East Asia & Pacific,Upper middle income,46809000
2005,Cote d'Ivoire,Sub-Saharan Africa,Lower middle income,0
2005,Cameroon,Sub-Saharan Africa,Lower middle income,0
2005,"Congo, Rep.",Sub-Saharan Africa,Lower middle income,35000
2005,Colombia,Latin America & Caribbean,Upper middle income,933000
2005,Comoros,Sub-Saharan Africa,Low income,26000
2005,Cabo Verde,Sub-Saharan Africa,Lower middle income,198000
2005,Costa Rica,Latin America & Caribbean,Upper middle income,1679000
2005,Caribbean small states,Others,Others,5591000
2005,Cuba,Latin America & Caribbean,Upper middle income,2261000
2005,Curacao,Latin America & Caribbean,High income,222000
2005,Cayman Islands,Latin America & Caribbean,High income,168000
2005,Cyprus,Europe & Central Asia,High income,2470000
2005,Czech Republic,Europe & Central Asia,High income,9404000
2005,Germany,Europe & Central Asia,High income,21500000
2005,Djibouti,Middle East & North Africa,Lower middle income,30000
2005,Dominica,Latin America & Caribbean,Upper middle income,79000
2005,Denmark,Europe & Central Asia,High income,9178000
2005,Dominican Republic,Latin America & Caribbean,Upper middle income,3691000
2005,Algeria,Middle East & North Africa,Upper middle income,1443000
2005,East Asia & Pacific (developing only),Others,Others,91159243
2005,East Asia & Pacific (all income levels),Others,Others,148703840
2005,Europe & Central Asia (developing only),Others,Others,57729392
2005,Europe & Central Asia (all income levels),Others,Others,454825725
2005,Ecuador,Latin America & Caribbean,Upper middle income,860000
2005,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,8244000
2005,Euro area,Others,Others,273959000
2005,Eritrea,Sub-Saharan Africa,Low income,83000
2005,Spain,Europe & Central Asia,High income,55914000
2005,Estonia,Europe & Central Asia,High income,1917000
2005,Ethiopia,Sub-Saharan Africa,Low income,227000
2005,European Union,Others,Others,369061000
2005,Fragile and conflict affected situations,Others,Others,12569132
2005,Finland,Europe & Central Asia,High income,3140000
2005,Fiji,East Asia & Pacific,Upper middle income,545000
2005,France,Europe & Central Asia,High income,74988000
2005,Faroe Islands,Europe & Central Asia,High income,0
2005,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,19000
2005,Gabon,Sub-Saharan Africa,Upper middle income,269000
2005,United Kingdom,Europe & Central Asia,High income,28039000
2005,Georgia,Europe & Central Asia,Lower middle income,560000
2005,Ghana,Sub-Saharan Africa,Lower middle income,429000
2005,Guinea,Sub-Saharan Africa,Low income,45000
2005,"Gambia, The",Sub-Saharan Africa,Low income,108000
2005,Guinea-Bissau,Sub-Saharan Africa,Low income,5000
2005,Equatorial Guinea,Sub-Saharan Africa,High income,0
2005,Greece,Europe & Central Asia,High income,14765000
2005,Grenada,Latin America & Caribbean,Upper middle income,99000
2005,Greenland,Europe & Central Asia,High income,0
2005,Guatemala,Latin America & Caribbean,Lower middle income,0
2005,Guam,East Asia & Pacific,High income,1228000
2005,Guyana,Latin America & Caribbean,Lower middle income,117000
2005,High income,Others,Others,563316589
2005,"Hong Kong SAR, China",East Asia & Pacific,High income,14773000
2005,Honduras,Latin America & Caribbean,Lower middle income,673000
2005,Heavily indebted poor countries (HIPC),Others,Others,9907294
2005,Croatia,Europe & Central Asia,High income,7743000
2005,Haiti,Latin America & Caribbean,Low income,112000
2005,Hungary,Europe & Central Asia,High income,9979000
2005,Indonesia,East Asia & Pacific,Lower middle income,5002000
2005,Isle of Man,Europe & Central Asia,High income,0
2005,India,South Asia,Lower middle income,3919000
2005,Ireland,Europe & Central Asia,High income,7333000
2005,"Iran, Islamic Rep.",Middle East & North Africa,Upper middle income,1889000
2005,Iraq,Middle East & North Africa,Upper middle income,0
2005,Iceland,Europe & Central Asia,High income,374000
2005,Israel,Middle East & North Africa,High income,1903000
2005,Italy,Europe & Central Asia,High income,36513000
2005,Jamaica,Latin America & Caribbean,Upper middle income,1479000
2005,Jordan,Middle East & North Africa,Upper middle income,2987000
2005,Japan,East Asia & Pacific,High income,6728000
2005,Kazakhstan,Europe & Central Asia,Upper middle income,3143000
2005,Kenya,Sub-Saharan Africa,Lower middle income,1399000
2005,Kyrgyz Republic,Europe & Central Asia,Lower middle income,319000
2005,Cambodia,East Asia & Pacific,Low income,1422000
2005,Kiribati,East Asia & Pacific,Lower middle income,4100
2005,St. Kitts and Nevis,Latin America & Caribbean,High income,141000
2005,"Korea, Rep.",East Asia & Pacific,High income,6023000
2005,Kosovo,Europe & Central Asia,Lower middle income,0
2005,Kuwait,Middle East & North Africa,High income,104000
2005,Latin America & Caribbean (developing only),Others,Others,46312520
